augmentation_index,blur_sigma,filename,font,fontsize,glyph,glyph_code,noise_sigma,rotation,scale,synthetic,tx,ty
27,1.35,data/raw/synthetic_default/18pt/synthetic_default_03125_18pt_aug27.png,synthetic_default,18,వ,3125,0.78,3.6,1.04,True,-1,-1
28,1.37,data/raw/synthetic_default/18pt/synthetic_default_03125_18pt_aug28.png,synthetic_default,18,వ,3125,2.12,4.45,1.02,True,-1,-1
29,0.41,data/raw/synthetic_default/18pt/synthetic_default_03125_18pt_aug29.png,synthetic_default,18,వ,3125,6.68,4.79,0.99,True,-1,0
0,0,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug00.png,synthetic_default,18,శ,3126,0,0,,True,,
1,0.19,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug01.png,synthetic_default,18,శ,3126,2.8,0.47,0.99,True,-2,1
2,0.46,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug02.png,synthetic_default,18,శ,3126,5.95,-1.29,0.98,True,2,-2
3,1.12,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug03.png,synthetic_default,18,శ,3126,3.57,-0.65,1.04,True,0,-1
4,0.07,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug04.png,synthetic_default,18,శ,3126,4.66,1.72,1.01,True,-1,0
5,1.0,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug05.png,synthetic_default,18,శ,3126,3.0,-3.68,1.02,True,0,-2
6,0.65,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug06.png,synthetic_default,18,శ,3126,6.31,3.12,0.95,True,-2,0
7,0.34,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug07.png,synthetic_default,18,శ,3126,8.69,1.68,0.98,True,0,-1
8,1.22,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug08.png,synthetic_default,18,శ,3126,6.85,-4.5,1.02,True,2,-1
9,0.02,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug09.png,synthetic_default,18,శ,3126,9.52,3.86,1.01,True,2,-2
10,1.01,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug10.png,synthetic_default,18,శ,3126,6.06,1.41,1.04,True,0,-2
11,0.83,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug11.png,synthetic_default,18,శ,3126,6.35,-3.73,0.97,True,-1,-2
12,0.92,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug12.png,synthetic_default,18,శ,3126,9.91,-0.86,1.02,True,-1,-1
13,0.72,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug13.png,synthetic_default,18,శ,3126,9.18,1.76,0.97,True,1,-1
14,0.5,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug14.png,synthetic_default,18,శ,3126,6.54,4.98,0.96,True,2,-1
15,0.48,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug15.png,synthetic_default,18,శ,3126,6.28,1.25,1.04,True,1,-1
16,0.5,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug16.png,synthetic_default,18,శ,3126,3.17,0.5,1.0,True,0,0
17,0.97,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug17.png,synthetic_default,18,శ,3126,5.03,-3.08,1.03,True,-1,2
18,0.46,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug18.png,synthetic_default,18,శ,3126,4.52,-3.53,1.02,True,1,1
19,0.15,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug19.png,synthetic_default,18,శ,3126,1.35,2.26,1.04,True,2,-1
20,0.6,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug20.png,synthetic_default,18,శ,3126,0.51,-1.5,0.96,True,-2,-2
21,1.2,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug21.png,synthetic_default,18,శ,3126,6.12,-0.54,0.98,True,0,2
22,1.35,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug22.png,synthetic_default,18,శ,3126,3.72,2.86,1.03,True,-1,2
23,1.19,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug23.png,synthetic_default,18,శ,3126,7.75,1.14,1.03,True,1,0
24,0.84,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug24.png,synthetic_default,18,శ,3126,9.46,-4.71,1.03,True,2,-1
25,0.44,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug25.png,synthetic_default,18,శ,3126,8.45,0.17,1.0,True,0,1
26,0.69,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug26.png,synthetic_default,18,శ,3126,2.91,2.51,0.95,True,0,2
27,0.33,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug27.png,synthetic_default,18,శ,3126,9.83,3.88,1.01,True,1,0
28,1.4,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug28.png,synthetic_default,18,శ,3126,5.82,-2.98,1.04,True,-1,0
29,0.55,data/raw/synthetic_default/18pt/synthetic_default_03126_18pt_aug29.png,synthetic_default,18,శ,3126,2.31,3.93,1.05,True,0,1
0,0,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug00.png,synthetic_default,18,ష,3127,0,0,,True,,
1,0.77,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug01.png,synthetic_default,18,ష,3127,9.97,2.6,1.0,True,-1,1
2,1.21,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug02.png,synthetic_default,18,ష,3127,6.01,-4.71,1.01,True,-1,-2
3,0.79,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug03.png,synthetic_default,18,ష,3127,1.95,0.68,1.01,True,0,0
4,0.58,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug04.png,synthetic_default,18,ష,3127,1.54,2.44,0.97,True,0,2
5,0.59,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug05.png,synthetic_default,18,ష,3127,2.54,-3.21,1.02,True,-2,-2
6,1.31,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug06.png,synthetic_default,18,ష,3127,4.7,1.83,0.95,True,0,2
7,0.53,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug07.png,synthetic_default,18,ష,3127,9.28,0.31,0.97,True,2,1
8,0.2,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug08.png,synthetic_default,18,ష,3127,9.34,-3.77,1.01,True,-2,-1
9,0.35,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug09.png,synthetic_default,18,ష,3127,4.7,1.55,1.02,True,2,-1
10,0.59,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug10.png,synthetic_default,18,ష,3127,6.45,1.88,1.03,True,-1,2
11,0.17,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug11.png,synthetic_default,18,ష,3127,7.54,1.03,1.04,True,-1,2
12,0.58,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug12.png,synthetic_default,18,ష,3127,8.95,-1.77,0.97,True,-1,-1
13,0.26,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug13.png,synthetic_default,18,ష,3127,6.03,2.69,0.96,True,-2,-1
14,0.67,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug14.png,synthetic_default,18,ష,3127,7.26,2.79,0.95,True,0,-1
15,1.24,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug15.png,synthetic_default,18,ష,3127,2.23,2.3,1.0,True,2,0
16,0.81,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug16.png,synthetic_default,18,ష,3127,0.19,2.45,1.02,True,1,0
17,1.02,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug17.png,synthetic_default,18,ష,3127,8.87,-0.79,1.0,True,1,1
18,1.04,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug18.png,synthetic_default,18,ష,3127,3.48,-0.43,1.05,True,-2,0
19,0.21,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug19.png,synthetic_default,18,ష,3127,8.78,-2.78,0.96,True,-1,2
20,0.14,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug20.png,synthetic_default,18,ష,3127,6.54,-2.39,0.99,True,1,-1
21,0.49,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug21.png,synthetic_default,18,ష,3127,7.64,3.28,1.03,True,0,-1
22,1.16,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug22.png,synthetic_default,18,ష,3127,5.34,-4.06,0.96,True,2,1
23,0.16,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug23.png,synthetic_default,18,ష,3127,3.8,2.77,1.04,True,2,1
24,0.77,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug24.png,synthetic_default,18,ష,3127,7.32,1.87,0.98,True,2,2
25,0.51,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug25.png,synthetic_default,18,ష,3127,0.16,-4.47,1.0,True,-2,-2
26,0.48,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug26.png,synthetic_default,18,ష,3127,0.22,1.26,0.95,True,-2,1
27,0.57,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug27.png,synthetic_default,18,ష,3127,2.91,1.98,1.03,True,-1,-1
28,0.93,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug28.png,synthetic_default,18,ష,3127,8.6,-0.63,0.95,True,2,1
29,1.48,data/raw/synthetic_default/18pt/synthetic_default_03127_18pt_aug29.png,synthetic_default,18,ష,3127,0.85,1.62,1.03,True,-1,-1
0,0,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug00.png,synthetic_default,18,స,3128,0,0,,True,,
1,1.36,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug01.png,synthetic_default,18,స,3128,3.96,-1.29,0.97,True,0,-2
2,0.03,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug02.png,synthetic_default,18,స,3128,4.07,1.98,0.98,True,0,0
3,0.2,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug03.png,synthetic_default,18,స,3128,8.08,-1.43,1.03,True,1,2
4,0.48,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug04.png,synthetic_default,18,స,3128,6.89,-0.17,0.98,True,2,0
5,0.09,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug05.png,synthetic_default,18,స,3128,4.38,-4.72,1.03,True,0,-2
6,0.88,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug06.png,synthetic_default,18,స,3128,1.14,4.81,1.01,True,0,2
7,0.38,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug07.png,synthetic_default,18,స,3128,8.01,1.56,0.97,True,1,1
8,0.07,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug08.png,synthetic_default,18,స,3128,8.67,2.7,0.99,True,2,1
9,0.61,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug09.png,synthetic_default,18,స,3128,7.39,4.81,1.01,True,-1,1
10,1.16,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug10.png,synthetic_default,18,స,3128,3.13,4.44,0.95,True,0,-1
11,0.26,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug11.png,synthetic_default,18,స,3128,4.26,-2.73,1.0,True,-1,-2
12,0.69,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug12.png,synthetic_default,18,స,3128,6.57,-4.97,1.03,True,-2,0
13,0.96,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug13.png,synthetic_default,18,స,3128,5.09,-3.26,1.02,True,-1,-1
14,0.31,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug14.png,synthetic_default,18,స,3128,2.92,-4.96,1.04,True,-2,2
15,0.44,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug15.png,synthetic_default,18,స,3128,9.93,2.22,0.97,True,2,-1
16,0.46,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug16.png,synthetic_default,18,స,3128,8.15,-0.56,1.01,True,-2,-2
17,1.19,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug17.png,synthetic_default,18,స,3128,9.33,0.01,0.98,True,-1,-2
18,0.63,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug18.png,synthetic_default,18,స,3128,6.77,-3.06,0.98,True,2,1
19,0.01,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug19.png,synthetic_default,18,స,3128,0.17,2.65,1.03,True,-1,2
20,0.81,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug20.png,synthetic_default,18,స,3128,2.66,-2.62,0.98,True,0,-1
21,1.15,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug21.png,synthetic_default,18,స,3128,9.14,-3.12,0.99,True,1,-1
22,0.76,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug22.png,synthetic_default,18,స,3128,8.96,-3.75,1.05,True,2,1
23,0.73,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug23.png,synthetic_default,18,స,3128,8.97,-4.26,0.96,True,1,-1
24,0.5,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug24.png,synthetic_default,18,స,3128,4.95,-3.28,0.98,True,1,-1
25,0.87,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug25.png,synthetic_default,18,స,3128,9.13,-2.99,1.0,True,-1,2
26,0.22,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug26.png,synthetic_default,18,స,3128,8.45,0.6,0.98,True,2,-1
27,0.2,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug27.png,synthetic_default,18,స,3128,2.25,2.66,1.05,True,0,-1
28,1.42,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug28.png,synthetic_default,18,స,3128,5.19,1.35,0.96,True,-1,-2
29,0.35,data/raw/synthetic_default/18pt/synthetic_default_03128_18pt_aug29.png,synthetic_default,18,స,3128,9.41,4.22,1.03,True,0,1
0,0,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug00.png,synthetic_default,18,హ,3129,0,0,,True,,
1,1.21,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug01.png,synthetic_default,18,హ,3129,3.72,-3.05,1.03,True,-2,2
2,1.16,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug02.png,synthetic_default,18,హ,3129,0.17,-4.78,1.02,True,0,0
3,0.96,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug03.png,synthetic_default,18,హ,3129,4.71,-4.74,0.96,True,0,-1
4,0.27,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug04.png,synthetic_default,18,హ,3129,7.63,4.0,1.0,True,-1,-2
5,0.82,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug05.png,synthetic_default,18,హ,3129,0.65,-2.66,1.02,True,-2,-2
6,0.42,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug06.png,synthetic_default,18,హ,3129,8.01,0.41,0.96,True,-2,1
7,1.19,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug07.png,synthetic_default,18,హ,3129,1.81,-4.23,1.04,True,-1,2
8,0.55,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug08.png,synthetic_default,18,హ,3129,6.99,4.35,1.04,True,-2,-1
9,0.0,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug09.png,synthetic_default,18,హ,3129,8.66,1.91,1.0,True,2,2
10,1.12,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug10.png,synthetic_default,18,హ,3129,0.48,-0.28,1.04,True,1,-2
11,0.8,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug11.png,synthetic_default,18,హ,3129,8.38,-4.55,0.95,True,2,2
12,0.36,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug12.png,synthetic_default,18,హ,3129,4.26,0.56,0.99,True,-1,1
13,1.09,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug13.png,synthetic_default,18,హ,3129,3.57,-3.77,1.05,True,0,-2
14,0.36,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug14.png,synthetic_default,18,హ,3129,1.87,4.83,0.98,True,2,2
15,1.49,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug15.png,synthetic_default,18,హ,3129,6.97,0.05,1.01,True,-1,1
16,0.03,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug16.png,synthetic_default,18,హ,3129,4.44,-4.15,1.0,True,2,-2
17,0.45,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug17.png,synthetic_default,18,హ,3129,5.09,-3.21,1.05,True,-2,2
18,1.38,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug18.png,synthetic_default,18,హ,3129,3.74,-2.3,1.02,True,2,2
19,0.76,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug19.png,synthetic_default,18,హ,3129,8.67,-3.39,0.99,True,2,1
20,0.2,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug20.png,synthetic_default,18,హ,3129,1.72,-4.97,0.97,True,-2,1
21,1.06,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug21.png,synthetic_default,18,హ,3129,1.61,2.56,1.04,True,-2,-2
22,1.44,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug22.png,synthetic_default,18,హ,3129,7.16,3.78,1.04,True,-2,2
23,0.2,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug23.png,synthetic_default,18,హ,3129,0.59,-0.29,0.98,True,0,-1
24,1.15,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug24.png,synthetic_default,18,హ,3129,1.41,-3.82,0.97,True,0,-2
25,1.36,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug25.png,synthetic_default,18,హ,3129,1.65,1.01,1.02,True,-2,-1
26,0.23,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug26.png,synthetic_default,18,హ,3129,9.12,3.06,1.0,True,1,2
27,0.71,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug27.png,synthetic_default,18,హ,3129,6.69,-3.44,1.01,True,1,2
28,1.23,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug28.png,synthetic_default,18,హ,3129,8.3,0.31,0.99,True,0,1
29,0.8,data/raw/synthetic_default/18pt/synthetic_default_03129_18pt_aug29.png,synthetic_default,18,హ,3129,6.11,-1.16,1.03,True,1,0
0,0,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug00.png,synthetic_default,18,ఽ,3133,0,0,,True,,
1,1.25,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug01.png,synthetic_default,18,ఽ,3133,3.52,-1.44,0.96,True,1,0
2,1.02,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug02.png,synthetic_default,18,ఽ,3133,0.65,2.28,1.0,True,-1,1
3,1.47,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug03.png,synthetic_default,18,ఽ,3133,7.05,-4.65,0.99,True,-2,1
4,0.5,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug04.png,synthetic_default,18,ఽ,3133,6.42,2.73,1.02,True,1,-1
5,0.81,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug05.png,synthetic_default,18,ఽ,3133,4.03,3.31,1.01,True,-1,0
6,1.42,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug06.png,synthetic_default,18,ఽ,3133,2.13,1.19,0.97,True,1,2
7,1.32,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug07.png,synthetic_default,18,ఽ,3133,7.72,-3.97,1.03,True,-1,0
8,0.27,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug08.png,synthetic_default,18,ఽ,3133,2.95,-0.06,0.96,True,-1,-2
9,1.07,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug09.png,synthetic_default,18,ఽ,3133,5.28,4.1,0.99,True,2,-2
10,1.31,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug10.png,synthetic_default,18,ఽ,3133,2.3,0.43,0.98,True,-1,0
11,0.91,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug11.png,synthetic_default,18,ఽ,3133,0.35,-4.57,1.05,True,1,0
12,0.57,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug12.png,synthetic_default,18,ఽ,3133,7.25,-0.78,0.98,True,0,-1
13,0.02,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug13.png,synthetic_default,18,ఽ,3133,5.74,1.55,0.95,True,0,-2
14,0.64,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug14.png,synthetic_default,18,ఽ,3133,6.63,3.75,0.97,True,1,-2
15,1.5,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug15.png,synthetic_default,18,ఽ,3133,6.16,0.45,0.99,True,1,-1
16,1.12,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug16.png,synthetic_default,18,ఽ,3133,9.26,2.16,1.0,True,1,0
17,1.13,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug17.png,synthetic_default,18,ఽ,3133,4.11,-0.94,1.03,True,1,1
18,1.38,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug18.png,synthetic_default,18,ఽ,3133,7.13,-4.77,0.97,True,-2,-1
19,0.39,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug19.png,synthetic_default,18,ఽ,3133,7.45,4.93,0.99,True,2,-1
20,1.47,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug20.png,synthetic_default,18,ఽ,3133,4.74,0.52,1.03,True,2,0
21,1.26,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug21.png,synthetic_default,18,ఽ,3133,3.31,1.25,1.02,True,0,2
22,0.34,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug22.png,synthetic_default,18,ఽ,3133,7.92,1.99,0.98,True,1,-2
23,0.53,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug23.png,synthetic_default,18,ఽ,3133,7.95,2.16,1.02,True,-2,2
24,1.29,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug24.png,synthetic_default,18,ఽ,3133,8.54,-3.38,0.95,True,-2,0
25,0.02,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug25.png,synthetic_default,18,ఽ,3133,5.89,-4.45,1.03,True,1,0
26,0.05,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug26.png,synthetic_default,18,ఽ,3133,1.92,-0.11,1.03,True,-2,-2
27,0.23,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug27.png,synthetic_default,18,ఽ,3133,8.28,-0.61,1.02,True,-2,2
28,1.24,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug28.png,synthetic_default,18,ఽ,3133,5.27,4.58,1.01,True,2,-2
29,1.03,data/raw/synthetic_default/18pt/synthetic_default_03133_18pt_aug29.png,synthetic_default,18,ఽ,3133,7.17,-2.1,0.99,True,-2,-1
0,0,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug00.png,synthetic_default,18,ా,3134,0,0,,True,,
1,0.3,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug01.png,synthetic_default,18,ా,3134,1.79,-0.96,0.97,True,-2,0
2,0.8,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug02.png,synthetic_default,18,ా,3134,7.0,2.29,0.96,True,2,1
3,1.08,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug03.png,synthetic_default,18,ా,3134,5.88,-3.01,1.03,True,0,1
4,0.32,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug04.png,synthetic_default,18,ా,3134,4.61,3.61,0.97,True,2,0
5,1.08,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug05.png,synthetic_default,18,ా,3134,6.77,-4.17,0.96,True,0,1
6,0.84,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug06.png,synthetic_default,18,ా,3134,4.25,-4.57,0.99,True,2,-2
7,1.35,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug07.png,synthetic_default,18,ా,3134,6.06,-0.38,1.05,True,0,-1
8,1.38,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug08.png,synthetic_default,18,ా,3134,1.61,-2.84,1.03,True,2,-1
9,0.99,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug09.png,synthetic_default,18,ా,3134,0.37,4.44,0.95,True,1,1
10,0.64,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug10.png,synthetic_default,18,ా,3134,0.86,-4.19,0.98,True,-2,1
11,0.79,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug11.png,synthetic_default,18,ా,3134,2.01,-1.7,1.03,True,-2,-1
12,0.82,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug12.png,synthetic_default,18,ా,3134,8.25,-0.57,0.96,True,1,-2
13,1.3,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug13.png,synthetic_default,18,ా,3134,6.0,-3.69,1.02,True,2,1
14,0.18,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug14.png,synthetic_default,18,ా,3134,2.96,-3.76,1.05,True,1,-1
15,1.32,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug15.png,synthetic_default,18,ా,3134,3.19,4.24,1.0,True,-1,0
16,1.23,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug16.png,synthetic_default,18,ా,3134,1.86,-3.83,0.96,True,0,-2
17,0.07,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug17.png,synthetic_default,18,ా,3134,2.16,0.86,0.99,True,1,1
18,0.56,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug18.png,synthetic_default,18,ా,3134,0.93,-0.86,1.04,True,0,1
19,0.35,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug19.png,synthetic_default,18,ా,3134,8.54,2.71,0.97,True,0,-2
20,1.08,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug20.png,synthetic_default,18,ా,3134,2.19,3.74,1.03,True,-1,1
21,1.13,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug21.png,synthetic_default,18,ా,3134,0.8,-2.04,0.99,True,0,-2
22,1.36,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug22.png,synthetic_default,18,ా,3134,8.75,0.03,1.03,True,2,-1
23,0.39,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug23.png,synthetic_default,18,ా,3134,8.82,4.3,0.99,True,2,-1
24,1.02,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug24.png,synthetic_default,18,ా,3134,6.04,-2.18,1.05,True,1,-1
25,1.33,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug25.png,synthetic_default,18,ా,3134,3.45,-1.2,1.02,True,0,-1
26,1.0,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug26.png,synthetic_default,18,ా,3134,7.89,3.91,0.98,True,1,-1
27,1.29,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug27.png,synthetic_default,18,ా,3134,6.57,-0.92,0.95,True,2,2
28,0.78,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug28.png,synthetic_default,18,ా,3134,9.5,-2.98,1.05,True,-1,2
29,0.67,data/raw/synthetic_default/18pt/synthetic_default_03134_18pt_aug29.png,synthetic_default,18,ా,3134,2.05,2.85,1.02,True,1,1
